Rank,Team,Player,"Fantasy Position",Games,ADP,Bye,SOS,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
365,IND,"Kenny Moore",DB,17,,11,9.6%,0%,67.7,100,83,128.1,-4.9
366,CHI,"Dayo Odeyingbo",DL,17,,5,-1.5%,0%,44.6,57,56,111.4,-4.9
367,SF,"Brian Robinson Jr.",RB,17,9.04,14,4.4%,91%,65.6,75,73,218.7,-5
368,ARI,"Arizona Cardinals",DEF,17,46.12,8,8.2%,0%,86.5,96,94,113.7,-5
369,ATL,"Younghoe Koo",K,17,17.04,5,7.4%,0%,132.2,144,142,169.2,-5
370,SEA,"Tory Horton",WR,17,21.09,8,1.5%,31%,82.3,109,98,211.7,-5.2
371,KC,"Kareem Hunt",RB,17,17.11,10,-1%,45%,68.1,83,82,191.3,-5.2
372,GB,"Rashan Gary",DL,17,,5,-4.4%,17%,53.3,81,63,91.9,-5.2
373,NE,"Carlton Davis",DB,17,,14,6.7%,30%,66.8,74,89,115.8,-5.2
374,LAC,"Los Angeles Chargers",DEF,17,27.06,12,11.4%,0%,84.8,98,92,112.5,-5.2
375,LAR,"Joshua Karty",K,17,133.02,8,4.3%,0%,133,142,143,168.7,-5.3
376,PIT,"Cameron Heyward",DL,16,,5,3.5%,9%,53.8,96,71,87.8,-5.4
377,KC,"George Karlaftis",DL,17,,10,-9.1%,0%,54.3,75,65,84,-5.4
378,NE,"Christian Barmore",DL,17,,14,6.7%,0%,49.5,66,65,88.5,-5.4
379,TEN,"Amani Hooker",DB,17,,10,10%,0%,70.6,87,88,114.7,-5.4
380,TEN,"L'Jarius Sneed",DB,17,,10,10%,0%,70.6,96,88,114.7,-5.4
381,LAC,"Khalil Mack",DL,17,,12,11.4%,8%,55.4,101,63,86.9,-5.6
382,NYJ,"Quincy Williams",LB,17,,9,6.5%,0%,91.9,127,104,144,-5.7
383,MIN,"Harrison Smith",DB,17,,6,-3.3%,13%,69.1,111,84,122.3,-5.7
384,LAR,"Byron Young",DL,17,,8,-0.6%,0%,52.6,78,64,86.6,-5.7
385,NYG,"Paulson Adebo",DB,17,,14,-8.3%,0%,64,97,85,123.7,-5.7
386,IND,"Camryn Bynum",DB,17,,11,9.6%,0%,68,128,87,116,-5.8
387,DAL,"Miles Sanders",RB,17,21.04,10,-3.2%,37%,69,59,84,191,-5.9
388,GB,"Keisean Nixon",DB,17,,5,-4.4%,0%,66.3,80,88,114.9,-5.9
389,DAL,"Donovan Wilson",DB,17,,10,-11%,0%,67.6,111,84,122.5,-5.9
390,LAC,"Tuli Tuipulotu",DL,17,,12,11.4%,0%,53.9,56,62,87.3,-6
391,GB,"Christian Watson",WR,9,26.06,5,-0.7%,38%,36.1,59,48,96.3,-6.3
392,NO,"Kendre Miller",RB,17,22.07,11,6.9%,68%,64.8,80,81,178.3,-6.3
